MON,DAY,HR,HR OF YR,DRY BULB,WET BULB,,,,,,,,,,
3,31,1,2138,26.10,23.20,,,,,,,,,,
3,31,2,2139,25.00,20.40,,,,,,,,,,
3,31,3,2140,25.00,20.40,,,,,,,,,,
3,31,4,2141,24.10,20.00,,,,,,,,,,
3,31,5,2142,24.10,19.10,,,,,,,,,,
3,31,6,2143,21.90,17.70,,,,,,,,,,
3,31,7,2144,21.00,16.90,,,,,,,,,,
3,31,8,2145,21.90,17.60,,,,,,,,,,
3,31,9,2146,23.00,18.40,,,,,,,,,,
3,31,10,2147,25.00,20.80,,,,,,,,,,
3,31,11,2148,27.00,21.60,,,,,,,,,,
3,31,12,2149,28.90,23.40,,,,,,,,,,
3,31,13,2150,30.00,24.10,,,,,,,,,,
3,31,14,2151,30.00,24.50,,,,,,,,,,
3,31,15,2152,32.00,25.60,,,,,,,,,,
3,31,16,2153,33.10,26.20,,,,,,,,,,
3,31,17,2154,33.10,26.50,,,,,,,,,,
3,31,18,2155,32.00,25.60,,,,,,,,,,
3,31,19,2156,31.50,25.40,,,,,,,,,,
3,31,20,2157,30.00,24.40,,,,,,,,,,
3,31,21,2158,29.10,24.30,,,,,,,,,,
3,31,22,2159,28.90,24.10,,,,,,,,,,
3,31,23,2160,28.60,24.00,,,,,,,,,,
4,1,0,2161,28.40,24.10,,,,,,,,,,
4,1,1,2162,27.70,24.00,,,,,,,,,,
4,1,2,2163,27.10,23.70,,,,,,,,,,
4,1,3,2164,26.80,23.60,,,,,,,,,,
4,1,4,2165,25.70,22.90,,,,,,,,,,
4,1,5,2166,25.90,23.30,,,,,,,,,,
4,1,6,2167,24.60,22.60,,,,,,,,,,
4,1,7,2168,24.10,22.10,,,,,,,,,,
4,1,8,2169,25.00,22.70,,,,,,,,,,
4,1,9,2170,25.00,23.10,,,,,,,,,,
4,1,10,2171,26.10,24.00,,,,,,,,,,
4,1,11,2172,27.00,25.20,,,,,,,,,,
4,1,12,2173,28.00,26.20,,,,,,,,,,
4,1,13,2174,28.00,26.60,,,,,,,,,,
4,1,14,2175,28.90,27.10,,,,,,,,,,
4,1,15,2176,30.00,28.10,,,,,,,,,,
4,1,16,2177,30.00,28.10,,,,,,,,,,
4,1,17,2178,30.00,28.50,,,,,,,,,,
4,1,18,2179,30.00,28.50,,,,,,,,,,
4,1,19,2180,30.00,28.90,,,,,,,,,,
4,1,20,2181,30.00,28.90,,,,,,,,,,
4,1,21,2182,28.90,27.90,,,,,,,,,,
4,1,22,2183,28.90,27.90,,,,,,,,,,
4,1,23,2184,28.90,27.90,,,,,,,,,,
4,2,0,2185,28.90,27.90,,,,,,,,,,
4,2,1,2186,30.00,28.60,,,,,,,,,,
4,2,2,2187,30.00,28.60,,,,,,,,,,
4,2,3,2188,30.00,28.60,,,,,,,,,,
4,2,4,2189,30.90,29.40,,,,,,,,,,
4,2,5,2190,30.90,29.40,,,,,,,,,,
4,2,6,2191,32.00,30.50,,,,,,,,,,
4,2,7,2192,33.10,31.50,,,,,,,,,,
4,2,8,2193,39.90,36.60,,,,,,,,,,
4,2,9,2194,42.10,37.80,,,,,,,,,,
4,2,10,2195,39.00,36.90,,,,,,,,,,
4,2,11,2196,41.00,38.00,,,,,,,,,,
4,2,12,2197,42.10,38.60,,,,,,,,,,
4,2,13,2198,42.10,38.20,,,,,,,,,,
4,2,14,2199,42.10,38.20,,,,,,,,,,
4,2,15,2200,42.10,37.80,,,,,,,,,,
4,2,16,2201,42.10,37.80,,,,,,,,,,
4,2,17,2202,42.10,37.40,,,,,,,,,,
4,2,18,2203,42.10,37.00,,,,,,,,,,
4,2,19,2204,41.00,36.70,,,,,,,,,,
4,2,20,2205,41.00,36.70,,,,,,,,,,
4,2,21,2206,42.10,37.00,,,,,,,,,,
4,2,22,2207,42.10,37.00,,,,,,,,,,
4,2,23,2208,42.10,37.40,,,,,,,,,,
4,3,0,2209,42.10,37.40,,,,,,,,,,
4,3,1,2210,42.10,37.40,,,,,,,,,,
4,3,2,2211,42.10,37.40,,,,,,,,,,
4,3,3,2212,42.10,37.40,,,,,,,,,,
4,3,4,2213,41.00,36.70,,,,,,,,,,
4,3,5,2214,39.90,36.10,,,,,,,,,,
4,3,6,2215,39.90,36.60,,,,,,,,,,
4,3,7,2216,39.00,36.10,,,,,,,,,,
4,3,8,2217,37.00,34.90,,,,,,,,,,
4,3,9,2218,37.00,35.40,,,,,,,,,,
4,3,10,2219,37.00,35.40,,,,,,,,,,
4,3,11,2220,37.00,35.40,,,,,,,,,,
4,3,12,2221,37.00,35.70,,,,,,,,,,
4,3,13,2222,37.90,36.20,,,,,,,,,,
4,3,14,2223,37.90,36.20,,,,,,,,,,
4,3,15,2224,37.90,36.20,,,,,,,,,,
4,3,16,2225,39.90,37.80,,,,,,,,,,
4,3,17,2226,39.90,37.80,,,,,,,,,,
4,3,18,2227,39.00,37.70,,,,,,,,,,
4,3,19,2228,37.90,37.10,,,,,,,,,,
4,3,20,2229,37.90,36.70,,,,,,,,,,
4,3,21,2230,37.90,36.70,,,,,,,,,,
4,3,22,2231,37.00,36.20,,,,,,,,,,
4,3,23,2232,37.00,36.20,,,,,,,,,,
4,4,0,2233,37.90,36.70,,,,,,,,,,
4,4,1,2234,36.00,35.20,,,,,,,,,,
4,4,2,2235,36.00,34.90,,,,,,,,,,
4,4,3,2236,36.00,34.90,,,,,,,,,,
4,4,4,2237,36.00,34.90,,,,,,,,,,
4,4,5,2238,36.00,35.20,,,,,,,,,,
4,4,6,2239,36.00,35.30,,,,,,,,,,
4,4,7,2240,36.00,34.90,,,,,,,,,,
4,4,8,2241,36.00,34.90,,,,,,,,,,
4,4,9,2242,37.00,35.80,,,,,,,,,,
4,4,10,2243,37.90,36.30,,,,,,,,,,
4,4,11,2244,42.10,38.60,,,,,,,,,,
4,4,12,2245,46.00,40.30,,,,,,,,,,
4,4,13,2246,46.90,39.60,,,,,,,,,,
4,4,14,2247,45.00,39.00,,,,,,,,,,
4,4,15,2248,46.00,39.90,,,,,,,,,,
4,4,16,2249,45.00,39.00,,,,,,,,,,
4,4,17,2250,44.10,37.00,,,,,,,,,,
4,4,18,2251,42.10,35.90,,,,,,,,,,
4,4,19,2252,39.90,35.40,,,,,,,,,,
4,4,20,2253,39.00,34.50,,,,,,,,,,
4,4,21,2254,39.90,34.60,,,,,,,,,,
4,4,22,2255,39.90,34.30,,,,,,,,,,
4,4,23,2256,39.00,34.50,,,,,,,,,,
4,5,0,2257,39.90,33.90,,,,,,,,,,
4,5,1,2258,39.90,33.90,,,,,,,,,,
4,5,2,2259,39.00,33.70,,,,,,,,,,
4,5,3,2260,39.00,33.70,,,,,,,,,,
4,5,4,2261,39.00,33.70,,,,,,,,,,
4,5,5,2262,39.00,33.70,,,,,,,,,,
4,5,6,2263,37.90,33.40,,,,,,,,,,
4,5,7,2264,37.90,33.40,,,,,,,,,,
4,5,8,2265,37.90,33.40,,,,,,,,,,
4,5,9,2266,39.00,34.00,,,,,,,,,,
4,5,10,2267,39.00,34.70,,,,,,,,,,
4,5,11,2268,39.90,34.50,,,,,,,,,,
4,5,12,2269,39.90,33.80,,,,,,,,,,
4,5,13,2270,42.10,34.20,,,,,,,,,,
4,5,14,2271,42.10,34.20,,,,,,,,,,
4,5,15,2272,37.00,33.60,,,,,,,,,,
4,5,16,2273,37.90,33.40,,,,,,,,,,
4,5,17,2274,37.90,32.40,,,,,,,,,,
4,5,18,2275,37.90,32.00,,,,,,,,,,
4,5,19,2276,37.90,32.00,,,,,,,,,,
4,5,20,2277,36.00,31.00,,,,,,,,,,
4,5,21,2278,32.00,28.60,,,,,,,,,,
4,5,22,2279,33.10,29.20,,,,,,,,,,
4,5,23,2280,30.90,27.90,,,,,,,,,,
4,6,0,2281,30.00,27.40,,,,,,,,,,
4,6,1,2282,30.00,27.80,,,,,,,,,,
4,6,2,2283,32.00,29.70,,,,,,,,,,
4,6,3,2284,32.00,28.30,,,,,,,,,,
4,6,4,2285,30.90,27.70,,,,,,,,,,
4,6,5,2286,30.00,27.10,,,,,,,,,,
4,6,6,2287,30.00,26.20,,,,,,,,,,
4,6,7,2288,28.90,25.60,,,,,,,,,,
4,6,8,2289,30.00,25.90,,,,,,,,,,
4,6,9,2290,32.00,27.20,,,,,,,,,,
4,6,10,2291,34.00,29.00,,,,,,,,,,
4,6,11,2292,35.10,29.40,,,,,,,,,,
4,6,12,2293,35.10,29.10,,,,,,,,,,
4,6,13,2294,36.00,29.60,,,,,,,,,,
4,6,14,2295,37.00,30.20,,,,,,,,,,
4,6,15,2296,37.90,32.10,,,,,,,,,,
4,6,16,2297,39.00,33.10,,,,,,,,,,
4,6,17,2298,39.90,33.30,,,,,,,,,,
4,6,18,2299,39.90,33.30,,,,,,,,,,
4,6,19,2300,39.00,32.80,,,,,,,,,,
4,6,20,2301,39.00,32.20,,,,,,,,,,
4,6,21,2302,39.00,32.20,,,,,,,,,,
4,6,22,2303,39.00,32.20,,,,,,,,,,
4,6,23,2304,35.10,33.00,,,,,,,,,,
4,7,0,2305,34.00,31.20,,,,,,,,,,
4,7,1,2306,33.10,30.00,,,,,,,,,,
4,7,2,2307,33.10,30.70,,,,,,,,,,
4,7,3,2308,33.10,30.70,,,,,,,,,,
4,7,4,2309,33.10,30.00,,,,,,,,,,
4,7,5,2310,32.00,29.70,,,,,,,,,,
4,7,6,2311,32.00,29.70,,,,,,,,,,
4,7,7,2312,32.00,29.00,,,,,,,,,,
4,7,8,2313,34.00,30.20,,,,,,,,,,
4,7,9,2314,35.10,31.10,,,,,,,,,,
4,7,10,2315,37.00,33.30,,,,,,,,,,
4,7,11,2316,37.90,33.90,,,,,,,,,,
4,7,12,2317,39.00,34.80,,,,,,,,,,
4,7,13,2318,39.00,34.50,,,,,,,,,,
4,7,14,2319,39.90,35.00,,,,,,,,,,
4,7,15,2320,42.10,36.30,,,,,,,,,,
4,7,16,2321,42.10,36.30,,,,,,,,,,
4,7,17,2322,42.10,36.30,,,,,,,,,,
4,7,18,2323,41.00,36.00,,,,,,,,,,
4,7,19,2324,39.00,34.50,,,,,,,,,,
4,7,20,2325,37.90,33.20,,,,,,,,,,
4,7,21,2326,34.00,30.90,,,,,,,,,,
4,7,22,2327,33.10,30.40,,,,,,,,,,
4,7,23,2328,35.10,31.50,,,,,,,,,,
4,8,0,2329,36.00,32.00,,,,,,,,,,
4,8,1,2330,36.00,32.00,,,,,,,,,,
4,8,2,2331,35.10,31.50,,,,,,,,,,
4,8,3,2332,34.00,31.60,,,,,,,,,,
4,8,4,2333,33.10,30.70,,,,,,,,,,
4,8,5,2334,33.10,30.70,,,,,,,,,,
4,8,6,2335,30.90,29.40,,,,,,,,,,
4,8,7,2336,32.00,30.10,,,,,,,,,,
4,8,8,2337,34.00,31.60,,,,,,,,,,
4,8,9,2338,37.00,33.70,,,,,,,,,,
4,8,10,2339,37.00,33.30,,,,,,,,,,
4,8,11,2340,37.00,33.40,,,,,,,,,,
4,8,12,2341,37.90,34.20,,,,,,,,,,
4,8,13,2342,39.00,34.90,,,,,,,,,,
4,8,14,2343,39.90,35.00,,,,,,,,,,
4,8,15,2344,41.00,36.80,,,,,,,,,,
4,8,16,2345,41.00,35.70,,,,,,,,,,
4,8,17,2346,39.90,35.40,,,,,,,,,,
4,8,18,2347,42.10,36.30,,,,,,,,,,
4,8,19,2348,41.00,35.70,,,,,,,,,,
4,8,20,2349,39.90,35.10,,,,,,,,,,
4,8,21,2350,41.00,35.70,,,,,,,,,,
4,8,22,2351,39.90,34.70,,,,,,,,,,
4,8,23,2352,41.00,35.00,,,,,,,,,,
4,9,0,2353,39.00,34.60,,,,,,,,,,
4,9,1,2354,37.00,34.20,,,,,,,,,,
4,9,2,2355,37.00,33.80,,,,,,,,,,
4,9,3,2356,36.00,33.20,,,,,,,,,,
4,9,4,2357,35.10,33.10,,,,,,,,,,
4,9,5,2358,35.10,33.10,,,,,,,,,,
4,9,6,2359,35.10,33.50,,,,,,,,,,
4,9,7,2360,35.10,33.10,,,,,,,,,,
4,9,8,2361,35.10,33.10,,,,,,,,,,
4,9,9,2362,36.00,33.70,,,,,,,,,,
4,9,10,2363,37.00,34.30,,,,,,,,,,
4,9,11,2364,37.90,34.80,,,,,,,,,,
4,9,12,2365,39.90,35.50,,,,,,,,,,
4,9,13,2366,41.00,36.10,,,,,,,,,,
4,9,14,2367,39.90,35.90,,,,,,,,,,
4,9,15,2368,41.00,36.10,,,,,,,,,,
4,9,16,2369,41.00,36.10,,,,,,,,,,
4,9,17,2370,41.00,36.10,,,,,,,,,,
4,9,18,2371,41.00,36.90,,,,,,,,,,
4,9,19,2372,39.90,36.80,,,,,,,,,,
4,9,20,2373,39.00,36.30,,,,,,,,,,
4,9,21,2374,37.90,35.70,,,,,,,,,,
4,9,22,2375,37.00,34.70,,,,,,,,,,
4,9,23,2376,36.00,33.80,,,,,,,,,,
4,10,0,2377,35.10,33.20,,,,,,,,,,
4,10,1,2378,37.00,34.70,,,,,,,,,,
4,10,2,2379,37.00,35.20,,,,,,,,,,
4,10,3,2380,37.00,35.20,,,,,,,,,,
4,10,4,2381,39.00,35.00,,,,,,,,,,
4,10,5,2382,37.90,35.20,,,,,,,,,,
4,10,6,2383,36.00,33.70,,,,,,,,,,
4,10,7,2384,37.90,34.40,,,,,,,,,,
4,10,8,2385,39.90,35.50,,,,,,,,,,
4,10,9,2386,41.00,35.40,,,,,,,,,,
4,10,10,2387,42.10,36.40,,,,,,,,,,
4,10,11,2388,44.10,35.80,,,,,,,,,,
4,10,12,2389,44.10,37.50,,,,,,,,,,
4,10,13,2390,46.00,38.20,,,,,,,,,,
4,10,14,2391,46.90,39.00,,,,,,,,,,
4,10,15,2392,45.00,38.00,,,,,,,,,,
4,10,16,2393,45.00,38.00,,,,,,,,,,
4,10,17,2394,43.00,37.20,,,,,,,,,,
4,10,18,2395,43.00,36.90,,,,,,,,,,
4,10,19,2396,33.10,32.40,,,,,,,,,,
4,10,20,2397,30.90,29.90,,,,,,,,,,
4,10,21,2398,30.00,28.70,,,,,,,,,,
4,10,22,2399,28.00,26.70,,,,,,,,,,
4,10,23,2400,30.00,26.60,,,,,,,,,,
4,11,0,2401,28.00,25.40,,,,,,,,,,
4,11,1,2402,27.00,23.90,,,,,,,,,,
4,11,2,2403,27.00,23.60,,,,,,,,,,
4,11,3,2404,25.00,22.10,,,,,,,,,,
4,11,4,2405,24.10,20.90,,,,,,,,,,
4,11,5,2406,23.00,20.20,,,,,,,,,,
4,11,6,2407,21.90,19.20,,,,,,,,,,
4,11,7,2408,21.90,19.20,,,,,,,,,,
4,11,8,2409,23.00,20.00,,,,,,,,,,
4,11,9,2410,25.00,21.30,,,,,,,,,,
4,11,10,2411,26.10,22.30,,,,,,,,,,
4,11,11,2412,27.00,22.80,,,,,,,,,,
4,11,12,2413,25.00,22.80,,,,,,,,,,
4,11,13,2414,26.10,23.30,,,,,,,,,,
4,11,14,2415,27.00,24.10,,,,,,,,,,
4,11,15,2416,27.00,24.70,,,,,,,,,,
4,11,16,2417,28.00,26.00,,,,,,,,,,
4,11,17,2418,28.00,26.30,,,,,,,,,,
4,11,18,2419,28.90,26.90,,,,,,,,,,
4,11,19,2420,28.90,26.90,,,,,,,,,,
4,11,20,2421,28.00,26.70,,,,,,,,,,
4,11,21,2422,28.00,26.40,,,,,,,,,,
4,11,22,2423,27.00,25.40,,,,,,,,,,
4,11,23,2424,26.10,24.50,,,,,,,,,,
4,12,0,2425,26.10,23.60,,,,,,,,,,
4,12,1,2426,25.00,22.60,,,,,,,,,,
4,12,2,2427,23.00,21.60,,,,,,,,,,
4,12,3,2428,21.90,20.80,,,,,,,,,,
4,12,4,2429,21.90,20.80,,,,,,,,,,
4,12,5,2430,23.00,21.90,,,,,,,,,,
4,12,6,2431,23.00,21.00,,,,,,,,,,
4,12,7,2432,21.90,20.60,,,,,,,,,,
4,12,8,2433,23.00,21.30,,,,,,,,,,
4,12,9,2434,24.10,21.50,,,,,,,,,,
4,12,10,2435,24.10,21.50,,,,,,,,,,
4,12,11,2436,24.10,21.00,,,,,,,,,,
4,12,12,2437,26.10,22.30,,,,,,,,,,
4,12,13,2438,26.10,22.10,,,,,,,,,,
4,12,14,2439,26.10,21.70,,,,,,,,,,
4,12,15,2440,27.00,22.50,,,,,,,,,,
4,12,16,2441,26.10,21.70,,,,,,,,,,
4,12,17,2442,27.00,21.90,,,,,,,,,,
4,12,18,2443,27.00,21.70,,,,,,,,,,
4,12,19,2444,25.00,20.00,,,,,,,,,,
4,12,20,2445,25.00,21.30,,,,,,,,,,
4,12,21,2446,21.90,20.50,,,,,,,,,,
4,12,22,2447,21.90,20.00,,,,,,,,,,
4,12,23,2448,21.90,18.20,,,,,,,,,,
4,13,0,2449,21.90,18.00,,,,,,,,,,
4,13,1,2450,21.00,18.30,,,,,,,,,,
4,13,2,2451,19.90,17.40,,,,,,,,,,
4,13,3,2452,19.00,16.70,,,,,,,,,,
4,13,4,2453,19.00,16.70,,,,,,,,,,
4,13,5,2454,17.10,15.60,,,,,,,,,,
4,13,6,2455,18.00,16.40,,,,,,,,,,
4,13,7,2456,19.00,16.70,,,,,,,,,,
4,13,8,2457,19.90,17.10,,,,,,,,,,
4,13,9,2458,19.90,17.40,,,,,,,,,,
4,13,10,2459,21.00,17.90,,,,,,,,,,
4,13,11,2460,21.90,18.40,,,,,,,,,,
4,13,12,2461,23.00,19.30,,,,,,,,,,
4,13,13,2462,23.00,19.30,,,,,,,,,,
4,13,14,2463,25.00,21.10,,,,,,,,,,
4,13,15,2464,26.10,21.80,,,,,,,,,,
4,13,16,2465,27.00,22.80,,,,,,,,,,
4,13,17,2466,28.90,24.30,,,,,,,,,,
4,13,18,2467,30.00,25.50,,,,,,,,,,
4,13,19,2468,30.90,26.50,,,,,,,,,,
4,13,20,2469,28.90,24.50,,,,,,,,,,
4,13,21,2470,28.00,23.50,,,,,,,,,,
4,13,22,2471,27.00,22.80,,,,,,,,,,
4,13,23,2472,27.00,22.80,,,,,,,,,,
4,14,0,2473,27.00,22.60,,,,,,,,,,
4,14,1,2474,26.10,21.80,,,,,,,,,,
4,14,2,2475,23.00,19.90,,,,,,,,,,
4,14,3,2476,21.90,19.20,,,,,,,,,,
4,14,4,2477,21.90,18.90,,,,,,,,,,
4,14,5,2478,21.00,18.10,,,,,,,,,,
4,14,6,2479,21.00,17.90,,,,,,,,,,
4,14,7,2480,21.90,18.40,,,,,,,,,,
4,14,8,2481,23.00,19.10,,,,,,,,,,
4,14,9,2482,24.10,19.90,,,,,,,,,,
4,14,10,2483,28.00,22.70,,,,,,,,,,
4,14,11,2484,30.90,25.60,,,,,,,,,,
4,14,12,2485,34.00,27.10,,,,,,,,,,
4,14,13,2486,37.00,28.40,,,,,,,,,,
4,14,14,2487,37.90,28.90,,,,,,,,,,
4,14,15,2488,39.00,29.70,,,,,,,,,,
4,14,16,2489,39.90,30.10,,,,,,,,,,
4,14,17,2490,41.00,30.10,,,,,,,,,,
4,14,18,2491,41.00,30.90,,,,,,,,,,
4,14,19,2492,37.90,28.70,,,,,,,,,,
4,14,20,2493,36.00,27.60,,,,,,,,,,
4,14,21,2494,34.00,26.40,,,,,,,,,,
4,14,22,2495,33.10,25.80,,,,,,,,,,
4,14,23,2496,30.90,24.60,,,,,,,,,,
4,15,0,2497,28.90,23.50,,,,,,,,,,
4,15,1,2498,28.90,23.10,,,,,,,,,,
4,15,2,2499,27.00,21.70,,,,,,,,,,
4,15,3,2500,26.10,21.10,,,,,,,,,,
4,15,4,2501,26.10,20.90,,,,,,,,,,
4,15,5,2502,26.10,20.70,,,,,,,,,,
4,15,6,2503,25.00,20.00,,,,,,,,,,
4,15,7,2504,23.00,18.80,,,,,,,,,,
4,15,8,2505,25.00,20.20,,,,,,,,,,
4,15,9,2506,30.00,23.50,,,,,,,,,,
4,15,10,2507,30.00,23.60,,,,,,,,,,
4,15,11,2508,32.00,24.80,,,,,,,,,,
4,15,12,2509,33.10,26.00,,,,,,,,,,
4,15,13,2510,34.00,26.70,,,,,,,,,,
4,15,14,2511,36.00,28.10,,,,,,,,,,
4,15,15,2512,35.10,28.90,,,,,,,,,,
4,15,16,2513,36.00,29.40,,,,,,,,,,
4,15,17,2514,36.00,29.40,,,,,,,,,,
4,15,18,2515,35.10,28.40,,,,,,,,,,
4,15,19,2516,34.00,28.20,,,,,,,,,,
4,15,20,2517,33.10,27.90,,,,,,,,,,
4,15,21,2518,32.00,27.30,,,,,,,,,,
4,15,22,2519,33.10,27.00,,,,,,,,,,
4,15,23,2520,30.90,24.80,,,,,,,,,,
4,16,0,2521,30.00,24.00,,,,,,,,,,
4,16,1,2522,28.90,23.30,,,,,,,,,,
4,16,2,2523,27.00,22.00,,,,,,,,,,
4,16,3,2524,26.10,21.60,,,,,,,,,,
4,16,4,2525,26.10,21.40,,,,,,,,,,
4,16,5,2526,25.00,20.70,,,,,,,,,,
4,16,6,2527,25.00,20.70,,,,,,,,,,
4,16,7,2528,26.10,21.40,,,,,,,,,,
4,16,8,2529,28.00,22.70,,,,,,,,,,
4,16,9,2530,28.90,23.50,,,,,,,,,,
4,16,10,2531,30.00,24.80,,,,,,,,,,
4,16,11,2532,33.10,26.30,,,,,,,,,,
4,16,12,2533,34.00,27.30,,,,,,,,,,
4,16,13,2534,34.00,27.50,,,,,,,,,,
4,16,14,2535,36.00,28.90,,,,,,,,,,
4,16,15,2536,37.00,29.50,,,,,,,,,,
4,16,16,2537,37.00,30.50,,,,,,,,,,
4,16,17,2538,37.00,30.20,,,,,,,,,,
4,16,18,2539,37.00,30.50,,,,,,,,,,
4,16,19,2540,36.00,30.70,,,,,,,,,,
4,16,20,2541,35.10,30.20,,,,,,,,,,
4,16,21,2542,33.10,29.00,,,,,,,,,,
4,16,22,2543,30.00,26.80,,,,,,,,,,
4,16,23,2544,28.00,25.60,,,,,,,,,,
4,17,0,2545,26.10,24.10,,,,,,,,,,
4,17,1,2546,25.00,23.10,,,,,,,,,,
4,17,2,2547,24.10,22.50,,,,,,,,,,
4,17,3,2548,27.00,24.30,,,,,,,,,,
4,17,4,2549,27.00,24.30,,,,,,,,,,
4,17,5,2550,28.00,25.20,,,,,,,,,,
4,17,6,2551,27.00,24.30,,,,,,,,,,
4,17,7,2552,27.00,24.60,,,,,,,,,,
4,17,8,2553,28.90,26.10,,,,,,,,,,
4,17,9,2554,32.00,28.60,,,,,,,,,,
4,17,10,2555,34.00,28.90,,,,,,,,,,
4,17,11,2556,36.00,29.90,,,,,,,,,,
4,17,12,2557,36.00,31.60,,,,,,,,,,
4,17,13,2558,37.90,31.50,,,,,,,,,,
4,17,14,2559,39.00,32.40,,,,,,,,,,
4,17,15,2560,37.90,32.70,,,,,,,,,,
4,17,16,2561,39.90,33.60,,,,,,,,,,
4,17,17,2562,37.90,33.10,,,,,,,,,,
4,17,18,2563,36.00,32.70,,,,,,,,,,
4,17,19,2564,36.00,33.10,,,,,,,,,,
4,17,20,2565,34.00,32.70,,,,,,,,,,
4,17,21,2566,34.00,32.30,,,,,,,,,,
4,17,22,2567,33.10,31.80,,,,,,,,,,
4,17,23,2568,32.00,30.80,,,,,,,,,,
4,18,0,2569,28.90,28.10,,,,,,,,,,
4,18,1,2570,28.90,27.80,,,,,,,,,,
4,18,2,2571,30.00,28.80,,,,,,,,,,
4,18,3,2572,30.00,29.20,,,,,,,,,,
4,18,4,2573,30.00,29.20,,,,,,,,,,
4,18,5,2574,30.90,30.10,,,,,,,,,,
4,18,6,2575,30.00,29.60,,,,,,,,,,
4,18,7,2576,30.00,29.20,,,,,,,,,,
4,18,8,2577,30.00,29.20,,,,,,,,,,
4,18,9,2578,28.90,28.10,,,,,,,,,,
4,18,10,2579,30.90,30.10,,,,,,,,,,
4,18,11,2580,34.00,31.90,,,,,,,,,,
4,18,12,2581,37.00,33.30,,,,,,,,,,
4,18,13,2582,39.90,33.90,,,,,,,,,,
4,18,14,2583,42.10,35.10,,,,,,,,,,
4,18,15,2584,43.00,36.00,,,,,,,,,,
4,18,16,2585,44.10,36.90,,,,,,,,,,
4,18,17,2586,44.10,37.30,,,,,,,,,,
4,18,18,2587,43.00,36.70,,,,,,,,,,
4,18,19,2588,41.00,35.20,,,,,,,,,,
4,18,20,2589,39.00,34.50,,,,,,,,,,
4,18,21,2590,37.90,33.80,,,,,,,,,,
4,18,22,2591,39.00,34.50,,,,,,,,,,
4,18,23,2592,39.00,34.10,,,,,,,,,,
4,19,0,2593,37.90,33.10,,,,,,,,,,
4,19,1,2594,37.90,33.10,,,,,,,,,,
4,19,2,2595,37.90,32.70,,,,,,,,,,
4,19,3,2596,37.90,32.40,,,,,,,,,,
4,19,4,2597,37.90,34.60,,,,,,,,,,
4,19,5,2598,37.00,34.10,,,,,,,,,,
4,19,6,2599,36.00,31.60,,,,,,,,,,
4,19,7,2600,35.10,31.80,,,,,,,,,,
4,19,8,2601,35.10,31.10,,,,,,,,,,
4,19,9,2602,37.00,31.90,,,,,,,,,,
4,19,10,2603,37.90,32.80,,,,,,,,,,
4,19,11,2604,37.00,32.90,,,,,,,,,,
4,19,12,2605,39.00,33.40,,,,,,,,,,
4,19,13,2606,39.90,34.30,,,,,,,,,,
4,19,14,2607,39.90,35.80,,,,,,,,,,
4,19,15,2608,41.00,36.00,,,,,,,,,,
4,19,16,2609,41.00,36.40,,,,,,,,,,
4,19,17,2610,42.10,36.60,,,,,,,,,,
4,19,18,2611,41.00,36.40,,,,,,,,,,
4,19,19,2612,39.90,36.10,,,,,,,,,,
4,19,20,2613,39.90,35.80,,,,,,,,,,
4,19,21,2614,37.90,35.00,,,,,,,,,,
4,19,22,2615,37.90,34.20,,,,,,,,,,
4,19,23,2616,37.00,34.10,,,,,,,,,,
4,20,0,2617,37.00,35.40,,,,,,,,,,
4,20,1,2618,37.00,35.40,,,,,,,,,,
4,20,2,2619,37.00,35.40,,,,,,,,,,
4,20,3,2620,37.00,35.80,,,,,,,,,,
4,20,4,2621,37.00,35.80,,,,,,,,,,
4,20,5,2622,37.00,35.80,,,,,,,,,,
4,20,6,2623,37.00,35.80,,,,,,,,,,
4,20,7,2624,37.00,36.20,,,,,,,,,,
4,20,8,2625,37.00,36.20,,,,,,,,,,
4,20,9,2626,37.90,36.70,,,,,,,,,,
4,20,10,2627,39.00,37.30,,,,,,,,,,
4,20,11,2628,39.00,37.30,,,,,,,,,,
4,20,12,2629,39.90,38.20,,,,,,,,,,
4,20,13,2630,41.00,39.70,,,,,,,,,,
4,20,14,2631,43.00,40.70,,,,,,,,,,
4,20,15,2632,42.10,40.70,,,,,,,,,,
4,20,16,2633,46.90,41.50,,,,,,,,,,
4,20,17,2634,48.00,42.10,,,,,,,,,,
4,20,18,2635,46.00,41.10,,,,,,,,,,
4,20,19,2636,46.00,40.70,,,,,,,,,,
4,20,20,2637,45.00,40.10,,,,,,,,,,
4,20,21,2638,44.10,39.60,,,,,,,,,,
4,20,22,2639,44.10,39.60,,,,,,,,,,
4,20,23,2640,44.10,39.60,,,,,,,,,,
4,21,0,2641,45.00,40.10,,,,,,,,,,
4,21,1,2642,46.00,39.50,,,,,,,,,,
4,21,2,2643,46.00,40.30,,,,,,,,,,
4,21,3,2644,45.00,40.10,,,,,,,,,,
4,21,4,2645,45.00,39.40,,,,,,,,,,
4,21,5,2646,46.00,39.90,,,,,,,,,,
4,21,6,2647,45.00,39.80,,,,,,,,,,
4,21,7,2648,43.00,39.50,,,,,,,,,,
4,21,8,2649,44.10,39.60,,,,,,,,,,
4,21,9,2650,45.00,40.10,,,,,,,,,,
4,21,10,2651,46.00,41.00,,,,,,,,,,
4,21,11,2652,46.90,41.10,,,,,,,,,,
4,21,12,2653,46.90,41.80,,,,,,,,,,
4,21,13,2654,48.90,42.50,,,,,,,,,,
