MON,DAY,HR,HR OF YR,DRY BULB,WET BULB
1,4,23,96,34.00,30.30
1,5,0,97,35.10,30.70
1,5,1,98,32.00,29.20
1,5,2,99,34.00,30.10
1,5,3,100,34.00,29.40
1,5,4,101,35.10,30.40
1,5,5,102,37.90,32.40
1,5,6,103,43.00,35.00
1,5,7,104,39.90,33.20
1,5,8,105,44.10,35.60
1,5,9,106,43.00,35.30
1,5,10,107,46.00,37.60
1,5,11,108,55.00,42.60
1,5,12,109,57.90,44.40
1,5,13,110,57.00,43.30
1,5,14,111,57.90,44.40
1,5,15,112,59.00,45.60
1,5,16,113,60.10,47.20
1,5,17,114,57.00,46.00
1,5,18,115,51.10,43.60
1,5,19,116,53.10,45.30
1,5,20,117,53.10,45.70
1,5,21,118,54.00,45.30
1,5,22,119,54.00,45.70
1,5,23,120,55.00,47.80
1,6,0,121,55.00,49.20
1,6,1,122,55.90,51.60
1,6,2,123,55.90,52.00
1,6,3,124,57.00,53.10
1,6,4,125,57.90,54.50
1,6,5,126,59.00,55.60
1,6,6,127,57.90,55.10
1,6,7,128,59.00,56.10
1,6,8,129,60.10,57.10
1,6,9,130,62.10,59.00
1,6,10,131,64.90,60.00
1,6,11,132,66.90,60.80
1,6,12,133,68.00,60.50
1,6,13,134,72.00,62.00
1,6,14,135,73.90,62.20
1,6,15,136,73.90,61.20
1,6,16,137,71.10,60.10
1,6,17,138,69.10,59.40
1,6,18,139,64.90,57.80
1,6,19,140,62.10,56.10
1,6,20,141,59.00,49.20
1,6,21,142,55.00,47.00
1,6,22,143,46.90,43.00
1,6,23,144,39.90,34.90
1,7,0,145,37.00,32.50
1,7,1,146,35.10,31.00
1,7,2,147,33.10,29.60
1,7,3,148,32.00,28.60
1,7,4,149,30.00,27.00
1,7,5,150,30.00,27.40
1,7,6,151,30.90,28.30
1,7,7,152,32.00,28.50
1,7,8,153,32.00,28.50
1,7,9,154,32.00,28.50
1,7,10,155,32.00,27.90
1,7,11,156,34.00,29.40
1,7,12,157,35.10,30.30
1,7,13,158,37.90,31.60
1,7,14,159,39.90,32.80
1,7,15,160,39.90,32.20
1,7,16,161,39.00,31.20
1,7,17,162,36.00,28.40
1,7,18,163,34.00,27.10
1,7,19,164,32.00,25.90
1,7,20,165,30.90,24.60
1,7,21,166,30.00,24.20
1,7,22,167,30.00,24.20
1,7,23,168,28.90,23.70
1,8,0,169,28.90,23.70
1,8,1,170,28.00,23.30
1,8,2,171,27.00,22.70
1,8,3,172,26.10,22.10
1,8,4,173,24.10,20.70
1,8,5,174,24.10,20.70
1,8,6,175,23.00,20.00
1,8,7,176,23.00,19.60
1,8,8,177,24.10,20.60
1,8,9,178,25.00,20.90
1,8,10,179,27.00,22.30
1,8,11,180,30.00,24.00
1,8,12,181,33.10,25.80
1,8,13,182,36.00,27.60
1,8,14,183,37.90,28.60
1,8,15,184,39.90,30.60
1,8,16,185,39.00,30.40
1,8,17,186,35.10,28.30
1,8,18,187,30.90,25.90
1,8,19,188,28.90,24.60
1,8,20,189,28.90,24.60
1,8,21,190,28.00,24.40
1,8,22,191,26.10,22.90
1,8,23,192,26.10,23.10
1,9,0,193,26.10,23.40
1,9,1,194,26.10,22.60
1,9,2,195,26.10,22.40
1,9,3,196,26.10,22.40
1,9,4,197,25.00,21.70
1,9,5,198,25.00,21.70
1,9,6,199,24.10,21.00
1,9,7,200,25.00,21.70
1,9,8,201,26.10,22.60
1,9,9,202,35.10,28.50
1,9,10,203,44.10,33.70
1,9,11,204,45.00,34.50
1,9,12,205,46.90,36.10
1,9,13,206,48.90,37.40
1,9,14,207,50.00,38.30
1,9,15,208,50.00,38.30
1,9,16,209,51.10,38.90
1,9,17,210,46.00,36.40
1,9,18,211,39.90,32.60
1,9,19,212,36.00,30.00
1,9,20,213,32.00,27.90
1,9,21,214,28.90,25.70
1,9,22,215,28.00,24.60
1,9,23,216,28.00,23.20
1,10,0,217,27.00,22.30
1,10,1,218,25.00,20.40
1,10,2,219,24.10,19.30
1,10,3,220,23.00,18.70
1,10,4,221,19.90,15.80
1,10,5,222,19.00,15.00
1,10,6,223,17.10,13.50
1,10,7,224,17.10,13.40
1,10,8,225,16.00,12.30
1,10,9,226,12.90,9.70
1,10,10,227,12.00,8.60
1,10,11,228,10.00,7.50
1,10,12,229,8.10,5.40
1,10,13,230,9.00,5.70
1,10,14,231,9.00,5.40
1,10,15,232,9.00,5.60
1,10,16,233,10.00,6.50
1,10,17,234,8.10,4.80
1,10,18,235,6.10,3.20
1,10,19,236,6.10,3.30
1,10,20,237,6.10,3.30
1,10,21,238,6.10,3.40
1,10,22,239,6.10,3.40
1,10,23,240,6.10,3.40
1,11,0,241,5.00,2.50
1,11,1,242,6.10,3.60
1,11,2,243,5.00,2.70
1,11,3,244,3.90,1.70
1,11,4,245,3.00,0.90
1,11,5,246,3.00,0.90
1,11,6,247,3.00,0.90
1,11,7,248,3.00,0.90
1,11,8,249,3.00,0.90
1,11,9,250,8.10,5.20
1,11,10,251,10.90,7.50
1,11,11,252,15.10,10.90
1,11,12,253,18.00,13.10
1,11,13,254,21.90,16.00
1,11,14,255,24.10,17.70
1,11,15,256,27.00,19.80
1,11,16,257,28.00,20.50
1,11,17,258,28.90,21.00
1,11,18,259,23.00,17.20
1,11,19,260,21.00,16.00
1,11,20,261,21.00,16.10
1,11,21,262,24.10,18.10
1,11,22,263,21.00,15.70
1,11,23,264,19.90,15.70
1,12,0,265,23.00,17.80
1,12,1,266,23.00,17.40
1,12,2,267,23.00,17.70
1,12,3,268,24.10,18.30
1,12,4,269,25.00,19.30
1,12,5,270,19.90,18.70
1,12,6,271,19.90,19.30
1,12,7,272,19.90,19.30
1,12,8,273,19.90,19.30
1,12,9,274,19.90,19.30
1,12,10,275,21.00,20.30
1,12,11,276,21.00,20.00
1,12,12,277,21.00,20.40
1,12,13,278,21.00,20.40
1,12,14,279,21.90,21.30
1,12,15,280,21.90,21.30
1,12,16,281,23.00,22.00
1,12,17,282,21.90,21.30
1,12,18,283,21.90,21.20
1,12,19,284,21.90,21.20
1,12,20,285,21.90,21.20
1,12,21,286,21.90,21.20
1,12,22,287,21.90,21.00
1,12,23,288,21.90,21.00
1,13,0,289,21.90,21.30
1,13,1,290,23.00,22.00
1,13,2,291,23.00,22.00
1,13,3,292,21.90,20.70
1,13,4,293,21.00,19.50
1,13,5,294,19.00,17.90
1,13,6,295,18.00,16.90
1,13,7,296,17.10,16.00
1,13,8,297,17.10,15.70
1,13,9,298,18.00,16.60
1,13,10,299,21.00,19.00
1,13,11,300,21.90,19.60
1,13,12,301,23.00,20.30
1,13,13,302,24.10,21.10
1,13,14,303,25.00,21.40
1,13,15,304,25.00,21.40
1,13,16,305,25.00,21.70
1,13,17,306,25.00,21.70
1,13,18,307,25.00,21.70
1,13,19,308,25.00,21.70
1,13,20,309,25.00,21.90
1,13,21,310,25.00,21.90
1,13,22,311,24.10,21.10
1,13,23,312,24.10,21.10
1,14,0,313,23.00,20.10
1,14,1,314,21.00,18.20
1,14,2,315,19.90,17.50
1,14,3,316,19.00,16.60
1,14,4,317,18.00,15.90
1,14,5,318,18.00,16.00
1,14,6,319,18.00,14.20
1,14,7,320,14.00,12.80
1,14,8,321,12.90,11.80
1,14,9,322,16.00,14.20
1,14,10,323,21.00,18.10
1,14,11,324,25.00,20.80
1,14,12,325,28.00,23.20
1,14,13,326,30.90,25.50
1,14,14,327,35.10,28.30
1,14,15,328,39.00,30.60
1,14,16,329,39.90,31.30
1,14,17,330,39.90,31.60
1,14,18,331,37.90,30.70
1,14,19,332,37.00,30.40
1,14,20,333,35.10,30.40
1,14,21,334,34.00,30.40
1,14,22,335,33.10,30.30
1,14,23,336,33.10,30.60
1,15,0,337,32.00,30.00
1,15,1,338,30.90,29.30
1,15,2,339,30.90,29.30
1,15,3,340,28.90,27.80
1,15,4,341,28.00,26.90
1,15,5,342,28.90,27.80
1,15,6,343,27.00,26.30
1,15,7,344,26.10,25.40
1,15,8,345,26.10,25.00
1,15,9,346,28.90,27.40
1,15,10,347,34.00,31.50
1,15,11,348,39.00,34.80
1,15,12,349,44.10,37.60
1,15,13,350,48.90,39.90
1,15,14,351,51.10,41.00
1,15,15,352,54.00,42.80
1,15,16,353,55.00,43.30
1,15,17,354,52.00,42.50
1,15,18,355,50.00,41.90
1,15,19,356,48.00,41.30
1,15,20,357,45.00,39.70
1,15,21,358,41.00,37.10
1,15,22,359,42.10,37.70
1,15,23,360,37.00,34.40
1,16,0,361,37.90,34.60
1,16,1,362,39.00,35.20
1,16,2,363,39.00,35.20
1,16,3,364,37.90,34.50
1,16,4,365,36.00,34.30
1,16,5,366,34.00,32.20
1,16,6,367,30.00,27.70
1,16,7,368,25.00,22.40
1,16,8,369,26.10,22.10
1,16,9,370,21.00,17.80
1,16,10,371,21.00,18.00
1,16,11,372,21.00,17.60
1,16,12,373,21.00,17.80
1,16,13,374,19.90,16.30
1,16,14,375,18.00,14.60
1,16,15,376,17.10,13.50
1,16,16,377,16.00,12.90
1,16,17,378,15.10,12.30
1,16,18,379,14.00,11.00
1,16,19,380,12.90,9.80
1,16,20,381,12.90,10.00
1,16,21,382,10.90,8.50
1,16,22,383,10.00,7.50
1,16,23,384,9.00,6.80
1,17,0,385,9.00,6.60
1,17,1,386,8.10,6.00
1,17,2,387,7.00,5.00
1,17,3,388,7.00,4.90
1,17,4,389,6.10,4.30
1,17,5,390,5.00,3.40
1,17,6,391,5.00,3.00
1,17,7,392,5.00,3.00
1,17,8,393,5.00,3.10
1,17,9,394,8.10,5.80
1,17,10,395,10.00,7.20
1,17,11,396,10.90,7.90
1,17,12,397,12.00,9.00
1,17,13,398,14.00,10.90
1,17,14,399,17.10,14.00
1,17,15,400,18.00,14.80
1,17,16,401,19.00,15.90
1,17,17,402,19.00,15.90
1,17,18,403,18.00,15.30
1,17,19,404,17.10,14.90
1,17,20,405,17.10,14.90
1,17,21,406,16.00,14.70
1,17,22,407,17.10,15.90
1,17,23,408,19.00,17.30
1,18,0,409,17.10,16.20
1,18,1,410,18.00,17.20
1,18,2,411,19.90,19.00
1,18,3,412,21.90,20.60
1,18,4,413,23.00,21.70
1,18,5,414,24.10,22.40
1,18,6,415,25.00,23.60
1,18,7,416,26.10,25.00
1,18,8,417,27.00,26.60
1,18,9,418,28.00,28.00
1,18,10,419,28.90,28.90
1,18,11,420,30.00,30.00
1,18,12,421,32.00,31.10
1,18,13,422,33.10,32.60
1,18,14,423,34.00,33.20
1,18,15,424,34.00,33.60
1,18,16,425,34.00,33.60
1,18,17,426,34.00,33.60
1,18,18,427,34.00,33.60
1,18,19,428,34.00,33.60
1,18,20,429,34.00,33.60
1,18,21,430,34.00,33.60
1,18,22,431,35.10,34.60
1,18,23,432,35.10,34.60
1,19,0,433,35.10,34.60
1,19,1,434,35.10,34.60
1,19,2,435,35.10,34.60
1,19,3,436,35.10,34.60
1,19,4,437,34.00,34.00
1,19,5,438,34.00,34.00
1,19,6,439,34.00,34.00
1,19,7,440,34.00,34.00
1,19,8,441,34.00,34.00
1,19,9,442,35.10,35.10
1,19,10,443,36.00,35.50
1,19,11,444,37.90,37.50
1,19,12,445,39.90,39.90
1,19,13,446,43.00,42.00
1,19,14,447,50.00,47.90
1,19,15,448,57.00,53.50
1,19,16,449,60.10,54.80
1,19,17,450,48.90,46.30
1,19,18,451,45.00,43.50
1,19,19,452,44.10,43.50
1,19,20,453,43.00,42.50
1,19,21,454,41.00,40.40
1,19,22,455,39.00,38.40
1,19,23,456,37.90,37.80
1,20,0,457,37.90,37.40
1,20,1,458,37.90,37.40
1,20,2,459,37.90,37.40
1,20,3,460,37.90,37.80
1,20,4,461,39.00,38.40
1,20,5,462,39.00,38.40
1,20,6,463,39.00,38.40
1,20,7,464,39.00,38.40
1,20,8,465,39.00,38.40
1,20,9,466,39.00,38.40
1,20,10,467,39.00,38.40
1,20,11,468,39.00,38.40
1,20,12,469,39.00,38.40
1,20,13,470,39.90,39.40
1,20,14,471,39.90,39.40
1,20,15,472,39.90,39.90
1,20,16,473,39.90,39.90
1,20,17,474,41.00,40.50
1,20,18,475,39.90,39.50
1,20,19,476,39.90,39.90
1,20,20,477,41.00,41.00
1,20,21,478,42.10,42.00
1,20,22,479,43.00,42.50
1,20,23,480,42.10,42.00
1,21,0,481,42.10,42.00
1,21,1,482,43.00,42.50
1,21,2,483,43.00,42.50
1,21,3,484,42.10,42.00
1,21,4,485,42.10,42.00
1,21,5,486,42.10,42.00
1,21,6,487,42.10,41.50
1,21,7,488,42.10,42.00
1,21,8,489,42.10,42.00
1,21,9,490,43.00,42.40
1,21,10,491,44.10,43.40
1,21,11,492,45.00,44.40
1,21,12,493,45.00,44.40
1,21,13,494,44.10,43.00
1,21,14,495,44.10,42.50
1,21,15,496,44.10,42.50
1,21,16,497,43.00,41.90
1,21,17,498,43.00,42.90
1,21,18,499,42.10,42.00
1,21,19,500,39.90,39.80
1,21,20,501,39.90,39.80
1,21,21,502,39.90,39.80
1,21,22,503,39.00,38.90
1,21,23,504,39.90,39.80
1,22,0,505,39.90,39.90
1,22,1,506,39.00,39.00
1,22,2,507,39.00,39.00
1,22,3,508,39.00,39.00
1,22,4,509,39.00,39.00
1,22,5,510,39.00,39.00
1,22,6,511,39.00,39.00
1,22,7,512,37.90,37.90
1,22,8,513,37.90,37.90
1,22,9,514,39.90,39.90
1,22,10,515,39.90,39.90
1,22,11,516,42.10,42.10
1,22,12,517,45.00,45.00
1,22,13,518,53.10,52.50
1,22,14,519,70.00,68.00
1,22,15,520,70.00,66.70
1,22,16,521,70.00,66.10
1,22,17,522,62.10,61.50
1,22,18,523,64.00,62.90
1,22,19,524,62.10,60.20
1,22,20,525,60.10,58.30
1,22,21,526,59.00,57.80
1,22,22,527,59.00,56.00
1,22,23,528,57.90,49.10
1,23,0,529,53.10,45.30
1,23,1,530,50.00,41.90
1,23,2,531,46.00,38.60
1,23,3,532,42.10,35.40
1,23,4,533,37.00,32.10
1,23,5,534,34.00,29.80
1,23,6,535,33.10,28.90
1,23,7,536,32.00,28.00
1,23,8,537,30.90,27.00
1,23,9,538,34.00,28.10
1,23,10,539,36.00,29.30
1,23,11,540,39.00,31.30
1,23,12,541,39.90,32.00
1,23,13,542,42.10,33.10
1,23,14,543,45.00,34.70
1,23,15,544,45.00,34.70
1,23,16,545,44.10,33.80
1,23,17,546,42.10,32.40
1,23,18,547,39.90,30.70
1,23,19,548,39.00,30.40
1,23,20,549,37.00,29.00
1,23,21,550,35.10,27.80
1,23,22,551,34.00,27.20
1,23,23,552,33.10,26.80
1,24,0,553,33.10,26.80
1,24,1,554,32.00,26.40
1,24,2,555,32.00,26.60
1,24,3,556,32.00,26.60
1,24,4,557,30.00,25.40
1,24,5,558,28.00,24.60
1,24,6,559,27.00,24.50
1,24,7,560,25.00,23.60
1,24,8,561,26.10,24.60
1,24,9,562,33.10,29.20
1,24,10,563,36.00,29.50
1,24,11,564,37.00,30.30
1,24,12,565,39.00,31.50
1,24,13,566,39.00,32.10
1,24,14,567,39.90,33.20
1,24,15,568,41.00,34.40
1,24,16,569,41.00,34.80
1,24,17,570,39.90,33.80
1,24,18,571,37.00,32.50
1,24,19,572,35.10,31.70
1,24,20,573,36.00,32.20
1,24,21,574,30.90,29.30
1,24,22,575,30.90,29.30
1,24,23,576,30.00,29.20
1,25,0,577,30.00,28.80
1,25,1,578,32.00,29.60
1,25,2,579,30.90,29.00
1,25,3,580,30.00,28.80
1,25,4,581,34.00,31.50
1,25,5,582,30.90,29.00
1,25,6,583,30.00,28.40
1,25,7,584,28.00,27.20
1,25,8,585,30.90,29.30
1,25,9,586,37.00,34.40
1,25,10,587,45.00,38.80
1,25,11,588,51.10,42.00
1,25,12,589,55.90,44.40
1,25,13,590,59.00,44.90
1,25,14,591,60.10,44.30
1,25,15,592,59.00,42.90
1,25,16,593,57.00,41.50
1,25,17,594,54.00,40.10
1,25,18,595,50.00,38.50
1,25,19,596,44.10,35.00
1,25,20,597,44.10,35.20
1,25,21,598,39.90,32.80
1,25,22,599,37.90,32.00
1,25,23,600,36.00,30.50
1,26,0,601,33.10,29.10
1,26,1,602,36.00,30.90
1,26,2,603,35.10,30.30
1,26,3,604,34.00,29.40
1,26,4,605,30.90,26.90
1,26,5,606,30.00,26.10
1,26,6,607,27.00,24.20
1,26,7,608,26.10,23.60
1,26,8,609,27.00,24.20
1,26,9,610,28.90,25.10
1,26,10,611,30.90,26.70
1,26,11,612,32.00,26.60
1,26,12,613,33.10,27.50
1,26,13,614,35.10,29.40
1,26,14,615,35.10,29.50
1,26,15,616,36.00,30.30
1,26,16,617,37.90,31.60
1,26,17,618,36.00,31.20
1,26,18,619,34.00,30.30
1,26,19,620,30.90,28.50
1,26,20,621,30.90,28.50
1,26,21,622,28.90,27.30
1,26,22,623,30.00,28.00
1,26,23,624,30.90,28.20
1,27,0,625,30.00,28.00
1,27,1,626,30.00,28.00
1,27,2,627,28.90,27.30
1,27,3,628,28.00,26.50
1,27,4,629,27.00,25.50
1,27,5,630,28.00,26.10
1,27,6,631,28.00,26.10
1,27,7,632,28.00,27.90
1,27,8,633,37.90,32.30
1,27,9,634,42.10,34.80
1,27,10,635,48.00,42.70
1,27,11,636,53.10,46.40
1,27,12,637,54.00,46.80
1,27,13,638,57.00,49.60
1,27,14,639,57.90,43.50
1,27,15,640,59.00,44.90
1,27,16,641,59.00,46.30
1,27,17,642,59.00,46.60
1,27,18,643,55.90,45.20
1,27,19,644,57.00,45.70
1,27,20,645,57.00,46.00
1,27,21,646,55.90,45.80
1,27,22,647,54.00,44.90
1,27,23,648,48.90,42.40
1,28,0,649,45.00,40.70
1,28,1,650,46.90,43.40
1,28,2,651,46.90,43.40
1,28,3,652,52.00,46.30
1,28,4,653,51.10,47.30
1,28,5,654,53.10,48.60
1,28,6,655,53.10,46.00
1,28,7,656,48.00,43.00
1,28,8,657,46.00,41.70
1,28,9,658,51.10,43.40
1,28,10,659,54.00,44.40
1,28,11,660,57.00,45.60
1,28,12,661,60.10,46.30
1,28,13,662,62.10,46.60
1,28,14,663,62.10,45.70
1,28,15,664,61.00,46.80
1,28,16,665,59.00,46.50
1,28,17,666,55.90,46.10
1,28,18,667,48.00,42.20
1,28,19,668,45.00,40.70
1,28,20,669,48.90,43.90
1,28,21,670,48.00,41.50
1,28,22,671,46.90,41.30
1,28,23,672,46.90,41.30
1,29,0,673,46.90,41.70
1,29,1,674,46.00,41.20
1,29,2,675,46.00,40.90
1,29,3,676,46.00,40.40
1,29,4,677,46.90,40.90
1,29,5,678,46.90,41.70
1,29,6,679,46.00,42.10
1,29,7,680,46.00,42.50
1,29,8,681,46.00,43.90
1,29,9,682,46.90,46.80
1,29,10,683,46.90,46.80
1,29,11,684,48.00,47.90
1,29,12,685,51.10,51.00
1,29,13,686,52.00,51.90
1,29,14,687,53.10,53.00
1,29,15,688,55.00,55.00
1,29,16,689,55.00,55.00
1,29,17,690,55.00,55.00
1,29,18,691,55.00,55.00
1,29,19,692,55.00,55.00
1,29,20,693,55.00,55.00
1,29,21,694,54.00,51.70
1,29,22,695,55.00,55.00
1,29,23,696,57.00,57.00
1,30,0,697,57.90,57.40
1,30,1,698,62.10,60.10
1,30,2,699,62.10,60.10
1,30,3,700,61.00,59.70
1,30,4,701,61.00,59.70
1,30,5,702,59.00,59.00
1,30,6,703,60.10,59.40
1,30,7,704,60.10,59.40
1,30,8,705,60.10,59.40
1,30,9,706,61.00,60.40
1,30,10,707,61.00,60.40
1,30,11,708,61.00,60.50
1,30,12,709,64.00,62.10
1,30,13,710,68.00,64.20
1,30,14,711,69.10,63.90
1,30,15,712,69.10,63.90
1,30,16,713,66.90,63.20
1,30,17,714,69.10,64.60
1,30,18,715,64.00,62.90
1,30,19,716,55.90,55.60
1,30,20,717,54.00,54.10
1,30,21,718,52.00,52.10
1,30,22,719,52.00,52.10
1,30,23,720,50.00,49.50
1,31,0,721,46.90,47.00
1,31,1,722,45.00,45.10
1,31,2,723,45.00,44.60
1,31,3,724,44.10,43.20
1,31,4,725,42.10,42.20
1,31,5,726,39.00,39.10
1,31,6,727,37.90,38.00
1,31,7,728,35.10,35.10
1,31,8,729,33.10,33.10
1,31,9,730,33.10,33.10
1,31,10,731,35.10,34.60
1,31,11,732,35.10,34.60
1,31,12,733,37.00,35.70
1,31,13,734,36.00,34.30
1,31,14,735,36.00,33.80
1,31,15,736,36.00,33.80
1,31,16,737,35.10,32.90
1,31,17,738,34.00,31.40
1,31,18,739,33.10,30.90
1,31,19,740,32.50,30.90
1,31,20,741,32.40,31.10
1,31,21,742,32.50,31.30
1,31,22,743,32.40,31.60
1,31,23,744,33.80,32.80
2,1,0,745,34.50,33.60
2,1,1,746,36.90,35.80
2,1,2,747,37.90,36.80
2,1,3,748,39.20,38.10
2,1,4,749,40.50,39.20
2,1,5,750,41.70,40.30
2,1,6,751,42.80,41.40
2,1,7,752,44.40,42.60
2,1,8,753,44.60,42.50
2,1,9,754,45.00,42.50
2,1,10,755,44.60,42.40
2,1,11,756,44.40,42.40
2,1,12,757,44.10,42.00
2,1,13,758,44.40,42.40
2,1,14,759,44.60,42.40
2,1,15,760,45.00,42.50
2,1,16,761,44.60,42.40
2,1,17,762,44.40,42.40
2,1,18,763,44.10,42.10
2,1,19,764,43.70,42.00
2,1,20,765,43.30,41.80
2,1,21,766,43.00,41.50
2,1,22,767,43.30,41.90
2,1,23,768,43.70,42.20
2,2,0,769,44.10,42.60
2,2,1,770,44.10,42.60
2,2,2,771,44.10,42.60
2,2,3,772,44.10,42.60
2,2,4,773,44.10,42.80
2,2,5,774,44.10,43.10
2,2,6,775,44.10,43.20
2,2,7,776,45.00,43.90
2,2,8,777,46.00,44.70
2,2,9,778,46.90,45.50
2,2,10,779,48.00,46.20
2,2,11,780,48.90,46.70
2,2,12,781,50.00,47.40
2,2,13,782,53.60,49.40
2,2,14,783,57.40,51.30
2,2,15,784,61.00,52.80
2,2,16,785,59.90,52.10
2,2,17,786,59.00,51.30
2,2,18,787,57.90,50.50
2,2,19,788,55.60,48.50
2,2,20,789,53.40,46.70
2,2,21,790,51.10,44.70
2,2,22,791,49.10,43.00
2,2,23,792,46.90,40.90
2,3,0,793,45.00,39.20
2,3,1,794,43.30,37.90
2,3,2,795,41.50,36.30
2,3,3,796,39.90,34.90
2,3,4,797,39.00,34.20
2,3,5,798,37.90,33.20
2,3,6,799,37.00,32.10
2,3,7,800,37.80,32.80
2,3,8,801,38.30,33.20
2,3,9,802,39.00,33.20
2,3,10,803,41.00,34.10
2,3,11,804,43.00,34.80
2,3,12,805,45.00,34.70
2,3,13,806,46.90,36.10
2,3,14,807,49.10,37.10
2,3,15,808,51.10,37.50
2,3,16,809,49.50,37.20
2,3,17,810,47.70,36.40
2,3,18,811,46.00,35.00
2,3,19,812,43.00,34.50
2,3,20,813,40.10,33.30
2,3,21,814,37.00,31.40
2,3,22,815,36.00,31.40
2,3,23,816,35.10,31.00
2,4,0,817,34.00,30.30
2,4,1,818,33.30,30.00
2,4,2,819,32.70,29.70
2,4,3,820,32.00,28.90
2,4,4,821,31.30,28.70
2,4,5,822,30.70,28.30
2,4,6,823,30.00,27.70
2,4,7,824,33.10,29.90
2,4,8,825,36.00,31.60
2,4,9,826,39.00,32.90
2,4,10,827,44.40,36.50
2,4,11,828,49.60,39.40
2,4,12,829,55.00,41.40
2,4,13,830,56.30,42.00
2,4,14,831,57.70,42.60
2,4,15,832,59.00,42.50
2,4,16,833,55.90,41.60
2,4,17,834,53.10,40.40
2,4,18,835,50.00,38.50
2,4,19,836,47.70,37.60
2,4,20,837,45.30,36.40
2,4,21,838,43.00,34.60
2,4,22,839,42.30,34.90
2,4,23,840,41.70,34.60
2,5,0,841,41.00,34.10
2,5,1,842,41.00,34.50
2,5,2,843,41.00,34.50
2,5,3,844,41.00,34.10
2,5,4,845,40.30,34.30
2,5,5,846,39.70,34.20
2,5,6,847,39.00,33.60
2,5,7,848,39.70,34.80
2,5,8,849,40.30,35.50
2,5,9,850,41.00,36.30
2,5,10,851,40.60,37.10
2,5,11,852,40.30,37.80
2,5,12,853,39.90,38.50
2,5,13,854,41.40,39.80
2,5,14,855,42.60,40.80
2,5,15,856,44.10,42.00
2,5,16,857,44.10,42.30
2,5,17,858,44.10,42.50
2,5,18,859,44.10,42.60
2,5,19,860,45.30,43.70
2,5,20,861,46.80,44.90
2,5,21,862,48.00,46.00
2,5,22,863,47.70,46.00
2,5,23,864,47.30,46.00
2,6,0,865,46.90,45.90
2,6,1,866,46.90,46.10
2,6,2,867,46.90,46.30
2,6,3,868,46.90,46.50
2,6,4,869,46.60,46.30
2,6,5,870,46.40,46.40
2,6,6,871,46.00,46.10
